District,Mandal,Date,Rain (mm),Min Temp (°C),Max Temp (°C),Min Humidity (%),Max Humidity (%),Min Wind Speed (Kmph),Max Wind Speed (Kmph),,,,,
Bhadradri Kothagudem,Sujathanagar,24-Feb-21,0,19,37.6,31,89.7,,,,,,,
Bhadradri Kothagudem,Sujathanagar,25-Feb-21,0,16.8,37.7,24.4,91,,,,,,,
Bhadradri Kothagudem,Sujathanagar,26-Feb-21,0,17.8,37.8,26.1,89.6,,,,,,,
Bhadradri Kothagudem,Sujathanagar,27-Feb-21,0,17.7,38.8,24,88.9,,,,,,,
Bhadradri Kothagudem,Sujathanagar,28-Feb-21,0,17.8,39.1,26,91.6,,,,,,,
Bhadradri Kothagudem,Sujathanagar,01-Mar-21,0,21.8,39,15.7,96.9,,,,,,,
Bhadradri Kothagudem,Sujathanagar,02-Mar-21,0,20.6,38.9,25.7,92.2,,,,,,,
Bhadradri Kothagudem,Sujathanagar,03-Mar-21,0,16.8,36.8,27,85.5,,,,,,,
Bhadradri Kothagudem,Sujathanagar,04-Mar-21,0,17.9,38,16.2,82.2,,,,,,,
Bhadradri Kothagudem,Sujathanagar,05-Mar-21,0,17.1,38.1,23.4,90,,,,,,,
Bhadradri Kothagudem,Sujathanagar,06-Mar-21,0,15.7,37.2,23.4,86.3,,,,,,,
Bhadradri Kothagudem,Sujathanagar,07-Mar-21,0,17,37.3,23.4,82.1,,,,,,,
Bhadradri Kothagudem,Sujathanagar,08-Mar-21,0,21.5,37.4,31.4,76,,,,,,,
Bhadradri Kothagudem,Sujathanagar,09-Mar-21,0,20.3,37.4,35.4,96.2,,,,,,,
Bhadradri Kothagudem,Sujathanagar,10-Mar-21,0,19.2,35.3,40.9,96.7,,,,,,,
Bhadradri Kothagudem,Sujathanagar,11-Mar-21,0,22,37.9,33.3,97.7,,,,,,,
Bhadradri Kothagudem,Sujathanagar,12-Mar-21,0,20.5,36.9,29.8,98.7,,,,,,,
Bhadradri Kothagudem,Sujathanagar,13-Mar-21,0,20.5,37,39.9,88.4,,,,,,,
Bhadradri Kothagudem,Sujathanagar,14-Mar-21,0,17.9,37.7,23.1,83.5,,,,,,,
Bhadradri Kothagudem,Sujathanagar,15-Mar-21,0,22.9,37.7,23.9,90.2,,,,,,,
Bhadradri Kothagudem,Sujathanagar,16-Mar-21,0,22.9,36.7,30.5,90.1,,,,,,,
Bhadradri Kothagudem,Sujathanagar,17-Mar-21,0,24.9,37.9,40.1,91,,,,,,,
Bhadradri Kothagudem,Sujathanagar,18-Mar-21,0,23.1,38.7,27.9,91.3,,,,,,,
Bhadradri Kothagudem,Sujathanagar,19-Mar-21,0,21.1,36.9,28.9,90.8,,,,,,,
Bhadradri Kothagudem,Sujathanagar,20-Mar-21,0,20.8,36.4,31.3,89.9,,,,,,,
Bhadradri Kothagudem,Sujathanagar,21-Mar-21,0,21.7,37.4,34.5,79.6,,,,,,,
Bhadradri Kothagudem,Sujathanagar,22-Mar-21,0,22.3,37.3,32.8,88.3,,,,,,,
Bhadradri Kothagudem,Sujathanagar,23-Mar-21,0,21.1,38.8,31.4,89.6,,,,,,,
Bhadradri Kothagudem,Sujathanagar,24-Mar-21,0,22.4,40.2,24.9,72.8,,,,,,,
Bhadradri Kothagudem,Sujathanagar,25-Mar-21,0,21.6,40,26.4,83.5,,,,,,,
Bhadradri Kothagudem,Sujathanagar,26-Mar-21,0,22.3,39.3,26.6,83.1,,,,,,,
Bhadradri Kothagudem,Sujathanagar,27-Mar-21,0,22.7,39.3,26.9,75.8,,,,,,,
Bhadradri Kothagudem,Sujathanagar,28-Mar-21,0,23.5,39.8,23.7,99.2,,,,,,,
Bhadradri Kothagudem,Sujathanagar,29-Mar-21,0,23.3,39,26.8,96.9,,,,,,,
Bhadradri Kothagudem,Sujathanagar,30-Mar-21,0,23.6,38.5,40.2,93.2,,,,,,,
Bhadradri Kothagudem,Sujathanagar,31-Mar-21,0,24.2,40.3,23.6,83.8,,,,,,,
Bhadradri Kothagudem,Kothagudem,01-Jan-21,0,15.4,30.6,48.7,94.1,,,,,,,
Bhadradri Kothagudem,Kothagudem,02-Jan-21,0,14.7,30.3,48.7,95,,,,,,,
Bhadradri Kothagudem,Kothagudem,03-Jan-21,0,15.4,31.4,43.5,94.8,,,,,,,
Bhadradri Kothagudem,Kothagudem,04-Jan-21,0,15.2,31.6,43,94.9,,,,,,,
Bhadradri Kothagudem,Kothagudem,05-Jan-21,0,16.8,31.2,34.1,93.2,,,,,,,
Bhadradri Kothagudem,Kothagudem,06-Jan-21,0,20.4,32.6,37.8,93.1,,,,,,,
Bhadradri Kothagudem,Kothagudem,07-Jan-21,0,21.4,30.3,55.8,89,,,,,,,
Bhadradri Kothagudem,Kothagudem,08-Jan-21,0,19.3,32.3,49.7,94.4,,,,,,,
Bhadradri Kothagudem,Kothagudem,09-Jan-21,0,14.2,34.4,29.2,94.3,,,,,,,
Bhadradri Kothagudem,Kothagudem,10-Jan-21,0,14.2,34.5,25.7,94.4,,,,,,,
Bhadradri Kothagudem,Kothagudem,11-Jan-21,0,15.4,33.4,30.4,94.3,,,,,,,
Bhadradri Kothagudem,Kothagudem,12-Jan-21,0,16.8,32.5,42.5,94.7,,,,,,,
Bhadradri Kothagudem,Kothagudem,13-Jan-21,0,18.1,34.8,36.9,94,,,,,,,
Bhadradri Kothagudem,Kothagudem,14-Jan-21,0,18.2,33.5,40.4,94.9,,,,,,,
Bhadradri Kothagudem,Kothagudem,15-Jan-21,0,17.9,33.4,40.5,93.9,,,,,,,
Bhadradri Kothagudem,Kothagudem,16-Jan-21,0,16.2,33.4,43.1,95.1,,,,,,,
Bhadradri Kothagudem,Kothagudem,17-Jan-21,0,16.1,34.3,36,94.2,,,,,,,
Bhadradri Kothagudem,Kothagudem,18-Jan-21,0,17.3,32.9,41.1,94.9,,,,,,,
Bhadradri Kothagudem,Kothagudem,19-Jan-21,0,16.7,32.3,39.9,94.8,,,,,,,
Bhadradri Kothagudem,Kothagudem,20-Jan-21,0,16.2,33.5,40.3,94.4,,,,,,,
Bhadradri Kothagudem,Kothagudem,21-Jan-21,0,16.8,35.6,28.1,94,,,,,,,
Bhadradri Kothagudem,Kothagudem,22-Jan-21,0,18.5,34.9,37.9,94.1,,,,,,,
Bhadradri Kothagudem,Kothagudem,23-Jan-21,0,20.1,35.6,35.7,94.5,,,,,,,
Bhadradri Kothagudem,Kothagudem,24-Jan-21,0,17.5,33.8,40.4,94.8,,,,,,,
Bhadradri Kothagudem,Kothagudem,25-Jan-21,0,17.9,35.3,37.2,94,,,,,,,
Bhadradri Kothagudem,Kothagudem,26-Jan-21,0,17.5,34.5,38.5,94.3,,,,,,,
Bhadradri Kothagudem,Kothagudem,27-Jan-21,0,19.1,34.8,38.1,93.8,,,,,,,
Bhadradri Kothagudem,Kothagudem,28-Jan-21,0,19.5,33,47.2,94.7,,,,,,,
Bhadradri Kothagudem,Kothagudem,29-Jan-21,0,20.1,33.5,44.2,94.7,,,,,,,
Bhadradri Kothagudem,Kothagudem,30-Jan-21,0,19.3,34.6,40.7,94.8,,,,,,,
Bhadradri Kothagudem,Kothagudem,31-Jan-21,0,20,34.4,40.8,93.8,,,,,,,
Bhadradri Kothagudem,Kothagudem,01-Feb-21,0,19,32.8,42.6,94.4,,,,,,,
Bhadradri Kothagudem,Kothagudem,02-Feb-21,0,16.7,32.8,34,93.2,,,,,,,
Bhadradri Kothagudem,Kothagudem,03-Feb-21,0,15.8,33.2,26.6,93.6,,,,,,,
Bhadradri Kothagudem,Kothagudem,04-Feb-21,0,15,33.7,21.2,94.2,,,,,,,
Bhadradri Kothagudem,Kothagudem,05-Feb-21,0,13.1,32.4,20.7,92.3,,,,,,,
Bhadradri Kothagudem,Kothagudem,06-Feb-21,0,15.3,33.9,21.2,90.9,,,,,,,
Bhadradri Kothagudem,Kothagudem,07-Feb-21,0,16.2,33.9,23.6,92.3,,,,,,,
Bhadradri Kothagudem,Kothagudem,08-Feb-21,0,14.7,32,35.8,92.7,,,,,,,
Bhadradri Kothagudem,Kothagudem,09-Feb-21,0,13.9,32.4,27.3,91.6,,,,,,,
Bhadradri Kothagudem,Kothagudem,10-Feb-21,0,16.4,35.8,28,92.5,,,,,,,
Bhadradri Kothagudem,Kothagudem,11-Feb-21,0,17.4,35,26.1,92.6,,,,,,,
Bhadradri Kothagudem,Kothagudem,12-Feb-21,0,17.9,34.4,28.7,94,,,,,,,
Bhadradri Kothagudem,Kothagudem,13-Feb-21,0,18.3,34.2,30,93.5,,,,,,,
Bhadradri Kothagudem,Kothagudem,14-Feb-21,0,17.5,35.5,35.3,93.3,,,,,,,
Bhadradri Kothagudem,Kothagudem,15-Feb-21,0,18,35.4,30.3,91,,,,,,,
Bhadradri Kothagudem,Kothagudem,16-Feb-21,0,18.8,36.1,29.3,92.6,,,,,,,
Bhadradri Kothagudem,Kothagudem,17-Feb-21,0,17.7,35.8,30,91.7,,,,,,,
Bhadradri Kothagudem,Kothagudem,18-Feb-21,0,19.2,35.2,29.8,91.2,,,,,,,
Bhadradri Kothagudem,Kothagudem,19-Feb-21,0,20,33.3,40.9,76.6,,,,,,,
Bhadradri Kothagudem,Kothagudem,20-Feb-21,0,19.2,30.2,37.3,78.3,,,,,,,
Bhadradri Kothagudem,Kothagudem,21-Feb-21,0,17.6,33.1,34.9,88.8,,,,,,,
Bhadradri Kothagudem,Kothagudem,22-Feb-21,0,19.1,33.9,39.9,89.8,,,,,,,
Bhadradri Kothagudem,Kothagudem,23-Feb-21,0,17.2,35.4,37.8,88.9,,,,,,,
Bhadradri Kothagudem,Kothagudem,24-Feb-21,0,19,36.6,32.7,89.7,,,,,,,
Bhadradri Kothagudem,Kothagudem,25-Feb-21,0,16.8,37.7,24.4,91,,,,,,,
Bhadradri Kothagudem,Kothagudem,26-Feb-21,0,17.8,37.8,28.6,89.6,,,,,,,
Bhadradri Kothagudem,Kothagudem,27-Feb-21,0,17.7,38.8,25.8,89.8,,,,,,,
Bhadradri Kothagudem,Kothagudem,28-Feb-21,0,17.8,39.1,27.7,91.6,,,,,,,
Bhadradri Kothagudem,Kothagudem,01-Mar-21,0,21.8,39,17.5,92.4,,,,,,,
Bhadradri Kothagudem,Kothagudem,02-Mar-21,0,20.6,38.1,25.7,90.4,,,,,,,
Bhadradri Kothagudem,Kothagudem,03-Mar-21,0,16.8,38.4,27.9,85.5,,,,,,,
Bhadradri Kothagudem,Kothagudem,04-Mar-21,0,17.9,38,18.9,84.2,,,,,,,
Bhadradri Kothagudem,Kothagudem,05-Mar-21,0,17.1,38.5,24.9,90,,,,,,,
Bhadradri Kothagudem,Kothagudem,06-Mar-21,0,15.7,37.2,23.4,86.3,,,,,,,
Bhadradri Kothagudem,Kothagudem,07-Mar-21,0,17,37.3,22.2,85,,,,,,,
Bhadradri Kothagudem,Kothagudem,08-Mar-21,0,21.5,37.4,31.4,84,,,,,,,
Bhadradri Kothagudem,Kothagudem,09-Mar-21,0,20.3,37.7,35.4,92,,,,,,,
Bhadradri Kothagudem,Kothagudem,10-Mar-21,0,19.2,35.8,39.3,92.9,,,,,,,
Bhadradri Kothagudem,Kothagudem,11-Mar-21,0,22,37.9,33.3,97.7,,,,,,,
Bhadradri Kothagudem,Kothagudem,12-Mar-21,0,20.5,36.9,29.8,94.3,,,,,,,
Bhadradri Kothagudem,Kothagudem,13-Mar-21,0,17.5,36.7,36.3,90.8,,,,,,,
Bhadradri Kothagudem,Kothagudem,14-Mar-21,0,18.6,37.7,19.8,86.9,,,,,,,
Bhadradri Kothagudem,Kothagudem,15-Mar-21,0,23.3,37.7,26,91.2,,,,,,,
Bhadradri Kothagudem,Kothagudem,16-Mar-21,0,23.3,36.7,27.6,89,,,,,,,
Bhadradri Kothagudem,Kothagudem,17-Mar-21,0,24.3,37.9,38.1,91.1,,,,,,,
Bhadradri Kothagudem,Kothagudem,18-Mar-21,0,23,38.7,27.5,91.3,,,,,,,
Bhadradri Kothagudem,Kothagudem,19-Mar-21,0,21.3,36.9,27.8,92.3,,,,,,,
Bhadradri Kothagudem,Kothagudem,20-Mar-21,0,21.5,37.1,30.6,91.1,,,,,,,
Bhadradri Kothagudem,Kothagudem,21-Mar-21,0,22,36.6,30.9,79.2,,,,,,,
Bhadradri Kothagudem,Kothagudem,22-Mar-21,0,23,36.8,29.7,88.5,,,,,,,
Bhadradri Kothagudem,Kothagudem,23-Mar-21,0,21.7,37.4,34,89.6,,,,,,,
Bhadradri Kothagudem,Kothagudem,24-Mar-21,0,23.5,39.9,22.6,74,,,,,,,
Bhadradri Kothagudem,Kothagudem,25-Mar-21,0,21.9,39.8,26,80.1,,,,,,,
Bhadradri Kothagudem,Kothagudem,26-Mar-21,0,23,38.9,26.9,86.1,,,,,,,
Bhadradri Kothagudem,Kothagudem,27-Mar-21,0,23.1,39.3,23.7,81.8,,,,,,,
Bhadradri Kothagudem,Kothagudem,28-Mar-21,0,23.8,40.5,24.3,93,,,,,,,
Bhadradri Kothagudem,Kothagudem,29-Mar-21,0,23.5,39.5,26.4,92.3,,,,,,,
Bhadradri Kothagudem,Kothagudem,30-Mar-21,0,23.5,38.8,35.6,92.4,,,,,,,
Bhadradri Kothagudem,Kothagudem,31-Mar-21,0,24.9,40.7,24,82.4,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,01-Jan-21,0,15.6,30.1,54,94.8,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,02-Jan-21,0,14.8,29.6,53.4,95.6,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,03-Jan-21,0,15.4,30.7,46,95.8,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,04-Jan-21,0,15.2,30.9,47.6,95.6,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,05-Jan-21,0,16.6,30.3,42.4,94.5,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,06-Jan-21,0,19.6,33.1,38.8,91.1,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,07-Jan-21,0,20.1,29.9,56.3,87.2,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,08-Jan-21,0,19.2,33.7,50.5,94.4,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,09-Jan-21,0,14.2,35.9,30.5,92.1,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,10-Jan-21,0,13.4,34.7,28.6,91,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,11-Jan-21,0,14.5,33.1,36.2,91,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,12-Jan-21,0,16.3,33.3,44.7,96,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,13-Jan-21,0,16.5,35.1,42,97,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,14-Jan-21,0,16.7,34.4,44,91.6,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,15-Jan-21,0,16.6,34.4,44,95.3,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,16-Jan-21,0,16.3,33.8,45.8,97,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,17-Jan-21,0,16.3,32.8,44.6,96.2,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,18-Jan-21,0,16.4,32.6,48,93,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,19-Jan-21,0,17,31.2,47.7,97.3,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,20-Jan-21,0,15,32.8,43.1,96.3,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,21-Jan-21,0,16.6,34.6,31.5,95.5,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,22-Jan-21,0,18.6,34.6,42.4,95.1,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,23-Jan-21,0,18.2,34.2,41.5,95.7,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,24-Jan-21,0,15.6,33.1,44.1,92,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,25-Jan-21,0,16.2,36,38.3,92.8,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,26-Jan-21,0,16.2,34.6,38.5,94.3,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,27-Jan-21,0,17.4,35.4,41.8,91.3,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,28-Jan-21,0,18.1,33.8,48.4,94.3,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,29-Jan-21,0,18.4,34.2,44.2,91.3,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,30-Jan-21,0,17.8,35,42.4,94.8,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,31-Jan-21,0,18.5,33.8,45.2,93.5,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,01-Feb-21,0,17.5,33,45.2,94.4,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,02-Feb-21,0,16.5,32.6,38.3,95.8,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,03-Feb-21,0,14.7,33.5,27.4,90.9,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,04-Feb-21,0,13.4,33.9,23.3,90.6,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,05-Feb-21,0,11.2,32.8,22,92.9,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,06-Feb-21,0,13.3,34.2,22.6,89.7,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,07-Feb-21,0,15.5,34.7,26.4,87.4,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,08-Feb-21,0,13.1,32,38.8,90.7,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,09-Feb-21,0,12.1,33.5,27.7,93,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,10-Feb-21,0,14.4,33.1,34.6,94.1,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,11-Feb-21,0,15.4,33.8,31.4,91.3,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,12-Feb-21,0,16.5,35.1,30.6,91.3,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,13-Feb-21,0,16.6,34,39.9,91.3,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,14-Feb-21,0,15.8,34.9,39.2,91.3,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,15-Feb-21,0,18.2,36.1,31.7,91.6,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,16-Feb-21,0,17.2,37.3,32,94.9,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,17-Feb-21,0,15.7,35.2,33,92.6,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,18-Feb-21,0,18.1,36.2,31.7,90,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,19-Feb-21,0,17.6,34.5,44.3,82.5,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,20-Feb-21,0,19.2,29.7,41.8,86.6,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,21-Feb-21,0,17.6,33.8,34,89.1,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,22-Feb-21,0,19.1,34.6,38.1,89.8,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,23-Feb-21,0,17.1,35,39.7,91.2,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,24-Feb-21,0,16.4,36.5,33.6,93.4,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,25-Feb-21,0,16.8,36.3,33.7,93.3,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,26-Feb-21,0,16.2,37.5,33,92.6,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,27-Feb-21,0,17.3,38.9,25.3,90,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,28-Feb-21,0,17.8,38.8,28.8,91.6,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,01-Mar-21,0,21,39.5,19.5,90.7,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,02-Mar-21,0,19.8,37.3,25.8,91.6,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,03-Mar-21,0,16.8,39.3,26.6,86.6,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,04-Mar-21,0,16.4,38,21.6,88.3,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,05-Mar-21,0,16.5,36.8,27.7,90,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,06-Mar-21,0,15.7,37.2,26.3,88.5,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,07-Mar-21,0,17,37.2,20.8,89.1,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,08-Mar-21,0,21.5,37.4,26,92,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,09-Mar-21,0,19.6,37.6,35.2,91,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,10-Mar-21,0,19.1,36.4,37.3,90.4,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,11-Mar-21,0,20.8,37.9,33.3,93.3,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,12-Mar-21,0,21.5,36.9,29.8,94.5,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,13-Mar-21,0,17.5,37,37.3,91.8,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,14-Mar-21,0,18.7,36.5,21.9,88.1,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,15-Mar-21,0,22,36.9,28.8,90.2,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,16-Mar-21,0,22.1,36.8,31.9,89.9,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,17-Mar-21,0,24.3,37.1,42.3,83.2,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,18-Mar-21,0,22.3,39.3,27.5,91.3,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,19-Mar-21,0,21.1,36.8,28.9,91.5,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,20-Mar-21,0,20,37.8,37.3,89.4,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,21-Mar-21,0,19.7,36.5,37,81.1,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,22-Mar-21,0,21.4,37.8,30.8,87.7,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,23-Mar-21,0,20.3,38.8,34.9,87.7,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,24-Mar-21,0,21.3,40.1,25.9,71.7,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,25-Mar-21,0,20.4,40.2,29.1,84.2,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,26-Mar-21,0,21.7,39.3,32.7,85.9,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,27-Mar-21,0,22.7,39.3,29.5,67.7,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,28-Mar-21,0,23.5,39.8,25.2,92.2,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,29-Mar-21,0,23.3,39.1,26.5,91.5,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,30-Mar-21,0,23.4,38.6,37.8,91.2,,,,,,,
Bhadradri Kothagudem,Laxmidevipalli,31-Mar-21,0,24.2,40.3,25.1,83.8,,,,,,,
Bhadradri Kothagudem,Palawancha,01-Jan-21,0,15.7,30.1,49.3,97.5,,,,,,,
Bhadradri Kothagudem,Palawancha,02-Jan-21,0,15.1,29.5,48,100,,,,,,,
Bhadradri Kothagudem,Palawancha,03-Jan-21,0,15.6,30.3,45.9,100,,,,,,,
Bhadradri Kothagudem,Palawancha,04-Jan-21,0,15.4,30.9,47.6,100,,,,,,,
Bhadradri Kothagudem,Palawancha,05-Jan-21,0,16.5,32.1,31.6,98.2,,,,,,,
Bhadradri Kothagudem,Palawancha,06-Jan-21,0,20.4,32.7,31,100,,,,,,,
Bhadradri Kothagudem,Palawancha,07-Jan-21,0,20.2,29.8,59,88.2,,,,,,,
Bhadradri Kothagudem,Palawancha,08-Jan-21,0,19.3,33.8,50.1,94.4,,,,,,,
Bhadradri Kothagudem,Palawancha,09-Jan-21,0,14.3,35.9,23.2,100,,,,,,,
Bhadradri Kothagudem,Palawancha,10-Jan-21,0,13.8,35.6,20.1,92.7,,,,,,,
Bhadradri Kothagudem,Palawancha,11-Jan-21,0,14.6,34.5,28.8,98.7,,,,,,,
Bhadradri Kothagudem,Palawancha,12-Jan-21,0,16.9,33.1,37.2,98.9,,,,,,,
Bhadradri Kothagudem,Palawancha,13-Jan-21,0,17.9,34,40.2,100,,,,,,,
Bhadradri Kothagudem,Palawancha,14-Jan-21,0,17.6,34.7,34.9,100,,,,,,,
Bhadradri Kothagudem,Palawancha,15-Jan-21,0,18.2,33.2,37.5,100,,,,,,,
Bhadradri Kothagudem,Palawancha,16-Jan-21,0,16.2,32.6,42.9,99.2,,,,,,,
Bhadradri Kothagudem,Palawancha,17-Jan-21,0,16.3,33,36,98.7,,,,,,,
Bhadradri Kothagudem,Palawancha,18-Jan-21,0,17.2,31.6,48,100,,,,,,,
Bhadradri Kothagudem,Palawancha,19-Jan-21,0,17,31.2,47.7,100,,,,,,,
Bhadradri Kothagudem,Palawancha,20-Jan-21,0,16,32.5,44.3,99.2,,,,,,,
Bhadradri Kothagudem,Palawancha,21-Jan-21,0,16.5,33.5,28.2,97.7,,,,,,,
Bhadradri Kothagudem,Palawancha,22-Jan-21,0,18.4,35.3,33.1,100,,,,,,,
Bhadradri Kothagudem,Palawancha,23-Jan-21,0,19.6,34.3,41.6,100,,,,,,,
Bhadradri Kothagudem,Palawancha,24-Jan-21,0,16.2,32.4,39.3,99.8,,,,,,,
Bhadradri Kothagudem,Palawancha,25-Jan-21,0,16.3,36.6,37.2,100,,,,,,,
Bhadradri Kothagudem,Palawancha,26-Jan-21,0,16.3,34.7,38.5,100,,,,,,,
Bhadradri Kothagudem,Palawancha,27-Jan-21,0,17.5,34.8,38.6,94.3,,,,,,,
Bhadradri Kothagudem,Palawancha,28-Jan-21,0,18.2,33.9,48.2,95.7,,,,,,,
Bhadradri Kothagudem,Palawancha,29-Jan-21,0,18.5,34.3,44.1,93,,,,,,,
Bhadradri Kothagudem,Palawancha,30-Jan-21,0,17.9,35.1,41.6,95.7,,,,,,,
Bhadradri Kothagudem,Palawancha,31-Jan-21,0,18.6,34.1,43,94.2,,,,,,,
Bhadradri Kothagudem,Palawancha,01-Feb-21,0,17.6,33.1,44.8,95.3,,,,,,,
Bhadradri Kothagudem,Palawancha,02-Feb-21,0,15.5,32.8,36.2,98.4,,,,,,,
Bhadradri Kothagudem,Palawancha,03-Feb-21,0,15.3,32.8,27,97.8,,,,,,,
Bhadradri Kothagudem,Palawancha,04-Feb-21,0,14.6,35.8,8,100,,,,,,,
Bhadradri Kothagudem,Palawancha,05-Feb-21,0,13,34.7,14.6,99.4,,,,,,,
Bhadradri Kothagudem,Palawancha,06-Feb-21,0,14.8,33.2,19.3,100,,,,,,,
Bhadradri Kothagudem,Palawancha,07-Feb-21,0,16.1,33.9,19.5,100,,,,,,,
Bhadradri Kothagudem,Palawancha,08-Feb-21,0,14,33.4,30.7,94.7,,,,,,,
Bhadradri Kothagudem,Palawancha,09-Feb-21,0,14.1,32,21.2,94.5,,,,,,,
Bhadradri Kothagudem,Palawancha,10-Feb-21,0,16.1,34.7,28.2,99.1,,,,,,,
Bhadradri Kothagudem,Palawancha,11-Feb-21,0,16.7,34.4,25.7,100,,,,,,,
Bhadradri Kothagudem,Palawancha,12-Feb-21,0,16.7,35,21.4,100,,,,,,,
Bhadradri Kothagudem,Palawancha,13-Feb-21,0,17.3,33.6,31,100,,,,,,,
Bhadradri Kothagudem,Palawancha,14-Feb-21,0,16.9,34.1,30.7,100,,,,,,,
Bhadradri Kothagudem,Palawancha,15-Feb-21,0,17.1,36.3,25.3,100,,,,,,,
